Disease,Protein
D601626,Q16288
D601626,Q13191
D601626,P20138
D601626,P07099
D601626,P21926
D601626,Q9NZN3
D601626,P16070
D601626,Q07343
D601626,P48735
D601626,P20591
D601626,O95671
D601626,P20396
D601626,P05109
D601626,Q9BYV9
D601626,Q99961
D601626,Q01851
D601626,Q13541
D601626,Q9Y6K1
D601626,Q12778
D601626,O95267
D601626,Q01081
D601626,Q9NPI8
D601626,P40121
D601626,O43759
D601626,P08133
D601626,P19544
D601626,Q9UHD8
D601626,O60216
D601626,P01034
D601626,Q00597
D601626,Q9C004
D601626,P58340
D601626,Q9HB96
D601626,P55210
D601626,Q14192
D601626,P78347
D601626,P09525
D601626,P13284
D601626,Q92692
D601626,P10721
D601626,P09668
D601626,P04637
D601626,Q13761
D601626,Q9UQQ2
D601626,P17947
D601626,O00141
D601626,P15151
D601626,Q06609
D601626,P30279
D601626,O43543
D601626,P22681
D601626,Q06124
D601626,Q9NZZ3
D601626,Q06455
D601626,P14210
D601626,P08758
D601626,P49715
D601626,P40763
D601626,Q9UKJ5
D601626,Q9P1W9
D601626,P09919
D601626,P41212
D601626,P09104
D601626,P16403
D601626,P32249
D601626,P04792
D601626,P11308
D601626,P06748
D601626,P50591
D601626,Q99684
D601626,Q13948
D601626,Q8N8S7
D601626,Q9ULV8
D601626,P36888
D601626,P35221
D601626,P41220
D601626,O43502
D601626,Q13951
D601626,O43315
D601626,O75475
D601626,O15287
D601626,Q99062
D601626,P10914
D601626,P12980
D601626,P23769
D601626,P09486
D601626,P25445
D601626,O43143
D601626,Q13492
D601626,O15327
D601626,Q8WXS3
D601626,P34972
D601626,P07333
D601626,P01106
D601626,Q99501
D601626,P07355
D601626,Q9Y279
D601626,Q93052
D601626,Q13885
D601626,Q9UI95
D601626,Q9UBR2
D601626,Q96AW1
D601626,Q9UKU0
D601626,Q00534
D601626,Q9UNA1
D601626,P04141
D601626,Q9H0Q3
D601626,Q9NPD8
D601626,Q8NB91
D601626,Q9Y3A5
D601626,P17655
D601626,P49716
D601626,P01112
D601626,Q02363
D601626,Q92889
D601626,P10415
D601626,Q9NW38
D601626,P31269
D601626,P05026
D601626,O75874
D601626,Q92633
D601626,Q15560
D601626,P01116
D601626,P01111
D601626,Q01196
D601665,P83111
D601665,P06276
D601665,O75891
D601665,Q15466
D601665,Q16678
D601665,P07550
D601665,P01130
D601665,P33121
D601665,Q86SQ7
D601665,P24723
D601665,Q9UPR6
D601665,P35354
D601665,P00167
D601665,P05362
D601665,Q3SYG4
D601665,P09874
D601665,Q9NRR6
D601665,P04179
D601665,P29120
D601665,Q9BY76
D601665,Q02577
D601665,P31749
D601665,Q16568
D601665,P18428
D601665,P02792
D601665,Q8N3I7
D601665,Q6VAB6
D601665,P01308
D601665,P13686
D601665,P06858
D601665,P22303
D601665,P01344
D601665,Q96B42
D601665,O00253
D601665,P55851
D601665,P98155
D601665,P42330
D601665,P13500
D601665,Q9NTG7
D601665,P07203
D601665,P11310
D601665,Q9UBU3
D601665,Q16619
D601665,O75469
D601665,O00519
D601665,Q16620
D601665,Q9NSA1
D601665,Q96FI4
D601665,O60240
D601665,Q8IWZ6
D601665,P00734
D601665,P28845
D601665,O15244
D601665,O60543
D601665,Q06210
D601665,Q9P2R7
D601665,P21673
D601665,Q9Y6C9
D601665,P02787
D601665,P08588
D601665,P28223
D601665,Q96EB6
D601665,Q5SGD2
D601665,P00325
D601665,P34810
D601665,P05121
D601665,Q9NRF2
D601665,P20382
D601665,O75192
D601665,O95398
D601665,Q96G30
D601665,Q16836
D601665,Q9NXB0
D601665,O15156
D601665,Q02252
D601665,O60669
D601665,P37231
D601665,P11021
D601665,P23141
D601665,P22413
D601665,P49715
D601665,P15559
D601665,P26583
D601665,O75751
D601665,Q16134
D601665,Q6VY07
D601665,P07451
D601665,P25942
D601665,P22352
D601665,P00441
D601665,P16870
D601665,P01375
D601665,P56704
D601665,Q8TDQ7
D601665,P14902
D601665,Q07869
D601665,Q8TAM1
D601665,Q14994
D601665,P10082
D601665,P52789
D601665,Q9NR63
D601665,P14780
D601665,Q96C11
D601665,Q8J025
D601665,Q8IWS0
D601665,O75390
D601665,Q9NPJ1
D601665,Q6ZW61
D601665,Q9C0B1
D601665,Q7Z3B1
D601665,O43524
D601665,P10644
D601665,P41159
D601665,Q96RK4
D601665,O75015
D601665,O15245
D601665,P30084
D601665,P02786
D601665,Q92667
D601665,O75056
D601665,P99999
D601665,P35638
D601665,P15104
D601665,P09601
D601665,P09067
D601665,P01275
D601665,P21554
D601665,Q8NFJ9
D601665,P35869
D601665,Q15761
D601665,P01241
D601665,Q5TC12
D601665,Q16875
D601665,O60861
D601665,Q14929
D601665,P28335
D601665,P25774
D601665,P48163
D601665,P05231
D601665,P31323
D601665,O14520
D601665,Q96I99
D601665,P02741
D601665,O75354
D601665,P18065
D601665,P02649
D601665,P16520
D601665,Q96IY4
D601665,P08842
D601665,P35558
D601665,Q9UL25
D601665,P32245
D601665,P05181
D601665,P55916
D601665,P01189
D601665,Q15848
D601665,Q7Z4W1
D601665,P20333
D601665,Q03181
D601665,P03372
D601665,P25874
D601665,P98172
D601665,Q9BXC9
D601665,P22033
D601665,Q9H0F7
D601665,P15954
D601665,P22695
D601665,P43490
D601665,P29466
D601665,Q96SI1
D601665,P81133
D601665,O15527
D601665,P18031
D601665,Q8NER1
D601665,P13945
D601665,Q8TAM2
D601665,P25929
D601682,P35354
D601682,P51636
D601682,Q9UM00
D601682,Q99972
D601682,Q8NI36
D601682,Q12948
D601682,Q96CV9
D601682,Q03135
D601682,Q9NNW7
D601942,P01589
D602068,Q9Y5U5
D602068,P05089
D602068,P22301
D602068,Q14116
D602068,Q07820
D602068,P01375
D602068,P05231
D602068,P01579
D602068,P02741
D602080,Q9H295
D602080,P29590
D602080,Q9Y6Q6
D602080,P09603
D602080,Q96CV9
D602080,Q8TB24
D602080,Q13501
D602522,Q8WZ55
D602522,P00797
D602522,P51801
D602522,P48048
D603165,P49279
D603165,P05231
D603165,P02778
D603165,Q76M96
D603165,P05112
D603165,O14753
D603165,O95498
D603165,P22301
D603165,P42226
D603165,P35225
D603165,O95497
D603165,P49682
D603165,Q92583
D603165,O00175
D603165,P16581
D603165,P51671
D603165,P01579
D603165,P51681
D603165,P05109
D603165,Q07869
D603165,O95760
D603165,Q969D9
D603165,P51677
D603165,Q70YC5
D603165,Q8IZI9
D603165,P45983
D603165,Q6EBC2
D603165,P13501
D603165,P16278
D603165,Q8TC94
D603165,O00626
D603165,P01584
D603165,P05113
D604302,P14174
D604302,P05231
D604302,Q8IV20
D604416,O15553
D604416,O43586
D604416,P01375
D604416,P01579
D604416,P01584
D604827,Q9H0V9
D604827,O00571
D604827,Q05193
D604827,P08172
D604827,P51608
D604827,P22607
D604827,Q13418
D604827,O43526
D604827,P41143
D604827,O95259
D604827,Q96DA2
D604827,Q9Y289
D604827,Q05639
D604827,P47870
D604827,O75460
D604827,Q9H9P8
D604827,P11229
D604827,P35372
D604827,Q9Y5P4
D604827,O60741
D604827,Q00839
D604827,Q7Z6L0
D604827,P01100
D604827,P61266
D604827,P15328
D604827,Q00577
D604827,P49146
D604827,P08913
D604827,Q16881
D604827,P53539
D604827,Q9NZV8
D604827,O76039
D604827,P01189
D604827,P21796
D604827,Q13303
D604827,O95630
D604827,Q5T160
D604827,Q9BRB3
D604827,P23560
D604827,P31749
D604827,Q9Y484
D604827,Q06413
D604827,P45880
D604827,Q9BY44
D604827,P18507
D604827,Q14515
D604827,Q6ZNB7
D604827,Q9UBL9
D604827,P09471
D604827,Q05086
D604827,P63302
D604827,P00367
D604827,P43003
D604827,Q9Y397
D604827,Q5JPH6
D604827,O00305
D604827,P01303
D604827,P63261
D604827,P60880
D604827,Q14442
D604827,P61764
D604827,P01137
D604827,P43005
D604827,Q99571
D604827,P14136
D604827,P30531
D604827,P28472
D604827,Q13627
D604827,P55316
D604827,P07203
D604827,P43004
D604827,P78381
D604827,Q8NCM2
D604827,P41091
D604827,P02768
D605021,Q9C0D0
D605021,Q8N442
D605021,Q16620
D605021,Q9ULP9
D605021,O14810
D605021,P57059
D605021,Q01453
D605021,Q8N8I0
D605021,P51659
D605021,O76039
D605021,P01189
D605021,Q9BT09
D605021,Q13155
D605021,P37287
D605021,Q96QS3
D605021,Q11203
D605021,Q9UBR1
D605021,P61764
D605021,Q9Y484
D605021,P06850
D605055,O14672
D605055,Q00059
D605055,O96008
D605055,P06276
D605055,P56817
D605055,P20138
D605055,P27338
D605055,Q9UHI8
D605055,P0DP25
D605055,P04179
D605055,O95185
D605055,Q9NZC7
D605055,P06733
D605055,P01308
D605055,P05019
D605055,P22303
D605055,P01344
D605055,Q6NXT4
D605055,P14735
D605055,O00499
D605055,Q30154
D605055,P01034
D605055,P49841
D605055,Q92542
D605055,P00734
D605055,P36544
D605055,O14773
D605055,Q92692
D605055,Q15392
D605055,Q96JQ5
D605055,P10909
D605055,P17787
D605055,P02787
D605055,P23560
D605055,P10636
D605055,Q9P2A4
D605055,P42574
D605055,O00264
D605055,P05067
D605055,P37231
D605055,P25705
D605055,P49768
D605055,Q9NZC2
D605055,Q30201
D605055,P04156
D605055,P01375
D605055,Q7LC44
D605055,Q9NQ75
D605055,P10082
D605055,P42898
D605055,P05164
D605055,P60174
D605055,P41159
D605055,Q13492
D605055,O14556
D605055,P00749
D605055,P49810
D605055,P09601
D605055,P06850
D605055,P14672
D605055,Q9Y6A2
D605055,P02649
D605055,P21709
D605055,Q9Y5K6
D605055,P15692
D605055,P62760
D605055,P03372
D605055,Q16555
D605055,Q07812
D605055,Q8N0W5
D605055,Q9UKV5
D605055,P05198
D605055,P10415
D605055,P01303
D605055,O14863
D605055,P02654
D605055,P10635
D605055,P01584
D605839,P08887
D605839,Q9H0V9
D605839,Q8WXK1
D605839,P00558
D605839,P06276
D605839,P40337
D605839,P09211
D605839,P50914
D605839,Q03154
D605839,Q6GMR7
D605839,P35354
D605839,P35225
D605839,P19532
D605839,P04179
D605839,Q7L2R6
D605839,Q99439
D605839,O95185
D605839,P08034
D605839,Q8WU17
D605839,Q8WTV0
D605839,P13716
D605839,P22303
D605839,P30086
D605839,P01563
D605839,Q13153
D605839,Q14532
D605839,P02511
D605839,P35240
D605839,P40121
D605839,P21980
D605839,P08729
D605839,Q92597
D605839,A6NI15
D605839,Q8N490
D605839,P42575
D605839,P09525
D605839,Q14451
D605839,O15392
D605839,P60484
D605839,Q8NFG4
D605839,P38646
D605839,P20472
D605839,P04637
D605839,Q96HF1
D605839,Q14145
D605839,P78560
D605839,Q8NGP0
D605839,P00352
D605839,P20823
D605839,Q99814
D605839,P07741
D605839,P07858
D605839,P05787
D605839,Q6P996
D605839,Q92560
D605839,P20645
D605839,Q6SJ93
D605839,P09917
D605839,Q9HB75
D605839,P04792
D605839,P50591
D605839,P78395
D605839,Q04206
D605839,O75030
D605839,P30711
D605839,Q92733
D605839,P07339
D605839,Q9Y646
D605839,P11166
D605839,P09488
D605839,Q9H0R1
D605839,Q9GZM5
D605839,O15327
D605839,P07195
D605839,P05231
D605839,P13639
D605839,P12081
D605839,O75342
D605839,O14772
D605839,P11177
D605839,P01189
D605839,Q15848
D605839,P29762
D605839,P35680
D605839,Q96SL1
D605839,Q15369
D605839,Q7Z5L0
D605839,Q14201
D605839,P37802
D605839,Q96CA5
D605839,O15527
D605839,P10809
D605839,P24394
D606054,P05165
D606054,O76082
D606054,P05166
D606324,Q99497
D606369,P53779
D606703,P35372
D606703,Q6NSJ0
D606703,P01213
D606703,P28223
D606703,P14416
D606703,Q9UD71
D606764,O75386
D606764,Q9Y366
D606764,P07766
D606764,P52848
D606764,Q9UPM9
D606764,Q14623
D606764,Q86X19
D606764,Q92630
D606764,Q12946
D606764,P21912
D606764,Q9H6L2
D606764,Q5VTY9
D606764,P10721
D606764,Q96EB1
D606764,P35221
D606764,Q9Y496
D606764,Q9BZE0
D606764,Q96QV1
D606764,Q9ULC3
D606764,Q9UMX1
D606764,Q13099
D606764,P83731
D606764,P01116
D606764,Q9Y5B8
D606764,P37173
D606764,Q99835
D606764,Q99643
D606764,P15056
D606764,P06400
D606764,P61586
D606764,P31040
D606798,P21918
D606889,P49810
D606889,P02649
D607154,P35367
D607154,P35225
D607225,P01189
D607459,Q96RR1
D607459,Q9BQP7
D607459,O95263
D607498,P06881
D607498,Q9C0D0
D607498,P20366
D607498,Q14814
D607501,P06881
D607501,Q9C0D0
D607501,P20366
D607501,Q14814
D607508,P06881
D607508,Q9C0D0
D607508,P20366
D607508,Q14814
D607516,P06881
D607516,Q9C0D0
D607516,P20366
D607516,Q14814
D607554,Q92784
D607554,Q9HD26
D607554,Q8N6M6
D607554,Q02930
D607554,Q99959
D607554,Q8NB78
D607554,Q96GD3
D607554,Q9HBZ2
D607554,Q5T1Q4
D607554,Q13639
D607554,Q9Y6T7
D607554,P56703
D607554,Q5T2E6
D607554,Q8WVK2
D607554,Q8N1M1
D607554,Q6NUK4
D607554,P01215
D607554,Q99593
D607554,Q03933
D607554,Q9Y6I4
D607554,O14653
D607554,P36382
D607554,Q9Y2P4
D607554,Q9UBF9
D607554,Q9H1E3
D607554,P26678
D607554,Q9Y6J6
D607554,Q9H1J5
D607554,O43508
D607554,P22460
D607554,Q15842
D607554,Q16586
D607554,Q9UGI6
D607554,Q9UBR4
D607554,Q5U5Q3
D607554,P43694
D607554,P78347
D607554,P33261
D607554,Q8IZQ8
D607554,Q6X784
D607554,Q9Y2C2
D607554,P35711
D607554,Q13177
D607554,Q9Y281
D607554,Q9HAV0
D607554,P10636
D607554,Q96EB6
D607554,Q92731
D607554,P17661
D607554,Q13619
D607554,Q14714
D607554,P51787
D607554,P10828
D607554,Q5T7R7
D607554,Q13557
D607554,P54821
D607554,P63252
D607554,Q9UK17
D607554,P04150
D607554,Q8NBI6
D607554,O76041
D607554,Q9NP98
D607554,O14958
D607554,Q9H2I8
D607554,Q9NY65
D607554,Q9H2S1
D607554,Q8WV24
D607554,Q76N32
D607554,P52952
D607554,Q92901
D607554,O76050
D607554,O94901
D607554,Q5VU57
D607554,Q15438
D607554,Q03135
D607554,P04921
D607554,O60248
D607554,Q9H902
D607554,O43516
D607554,Q9H1B7
D607554,Q99436
D607554,Q99697
D607554,P61296
D607554,O15105
D607554,Q4ZJI4
D607554,Q00534
D607554,O14782
D607554,P16581
D607554,O43852
D607554,P0CAP1
D607554,Q5BKY1
D607554,Q9NUQ6
D607554,Q969P5
D607554,Q13510
D607554,Q9UJ90
D607554,P16860
D607554,Q13765
D607554,O75083
D607554,P48544
D607554,Q9UP83
D607554,P54253
D607554,P51636
D607554,P38936
D607554,P03999
D607554,P12034
D607554,P15880
D607554,P29320
D607554,Q9H1L0
D607554,P05305
D607554,A1A4S6
D607554,Q9H987
D607616,P17405
D607625,P61916
D607628,Q9H0V9
D607628,O00571
D607628,P51788
D607628,Q05193
D607628,P08172
D607628,P51608
D607628,P22607
D607628,Q13418
D607628,O43526
D607628,P41143
D607628,O95259
D607628,Q96DA2
D607628,Q9Y289
D607628,Q05639
D607628,P47870
D607628,O75460
D607628,Q9H9P8
D607628,P11229
D607628,P35372
D607628,Q9Y5P4
D607628,O60741
D607628,Q00839
D607628,Q7Z6L0
D607628,P01100
D607628,P61266
D607628,P15328
D607628,Q00577
D607628,P49146
D607628,P08913
D607628,Q16881
D607628,P53539
D607628,Q9NZV8
D607628,O76039
D607628,P01189
D607628,P21796
D607628,Q13303
D607628,O95630
D607628,Q5T160
D607628,Q9BRB3
D607628,P23560
D607628,P31749
D607628,Q9Y484
D607628,Q06413
D607628,P45880
D607628,Q9BY44
D607628,P18507
D607628,Q14515
D607628,Q6ZNB7
D607628,Q9UBL9
D607628,P09471
D607628,Q05086
D607628,P63302
D607628,P00367
D607628,P43003
D607628,Q9Y397
D607628,Q5JPH6
D607628,O00305
D607628,P01303
D607628,P63261
D607628,P60880
D607628,Q14442
D607628,P61764
D607628,P01137
D607628,P43005
D607628,Q99571
D607628,P14136
D607628,P30531
D607628,P28472
D607628,Q13627
D607628,P55316
D607628,P07203
D607628,P43004
D607628,P78381
D607628,Q8NCM2
D607628,P41091
D607628,P02768
D607631,Q9H0V9
D607631,O00571
D607631,Q05193
D607631,P08172
D607631,P51608
D607631,P22607
D607631,Q13418
D607631,O43526
D607631,P41143
D607631,O95259
D607631,Q96DA2
D607631,Q9Y289
D607631,Q05639
D607631,P47870
D607631,O75460
D607631,Q9H9P8
D607631,P11229
D607631,P35372
D607631,Q9Y5P4
D607631,O60741
D607631,Q00839
D607631,Q7Z6L0
D607631,P01100
D607631,P61266
D607631,P15328
D607631,Q00577
D607631,P49146
D607631,P08913
D607631,Q16881
D607631,P53539
D607631,Q9NZV8
D607631,O76039
D607631,P01189
D607631,P21796
D607631,Q13303
D607631,O95630
D607631,Q5T160
D607631,Q9BRB3
D607631,P23560
D607631,P31749
D607631,Q9Y484
D607631,Q06413
D607631,P45880
D607631,Q9BY44
D607631,P18507
D607631,Q14515
D607631,Q6ZNB7
D607631,Q9UBL9
D607631,P09471
D607631,Q05086
D607631,P63302
D607631,P00367
D607631,P43003
D607631,Q9Y397
D607631,Q5JPH6
D607631,O00305
D607631,P01303
D607631,P63261
D607631,P60880
D607631,Q14442
D607631,P61764
D607631,P01137
D607631,P43005
D607631,Q99571
D607631,P14136
D607631,P30531
D607631,P28472
D607631,Q5JVL4
D607631,Q13627
D607631,P55316
D607631,P07203
D607631,P43004
D607631,P78381
D607631,Q8NCM2
D607631,P41091
D607631,P02768
D607681,Q9H0V9
D607681,O00571
D607681,Q05193
D607681,P08172
D607681,P51608
D607681,P22607
D607681,Q13418
D607681,O43526
D607681,P41143
D607681,O95259
D607681,Q96DA2
D607681,Q9Y289
D607681,Q05639
D607681,P47870
D607681,O75460
D607681,Q9H9P8
D607681,P11229
D607681,P35372
D607681,Q9Y5P4
D607681,O60741
D607681,Q00839
D607681,Q7Z6L0
D607681,P01100
D607681,P61266
D607681,P15328
D607681,Q00577
D607681,P49146
D607681,P08913
D607681,Q16881
D607681,P53539
D607681,Q9NZV8
D607681,O76039
D607681,P01189
D607681,P21796
D607681,Q13303
D607681,O95630
D607681,Q5T160
D607681,Q9BRB3
D607681,P23560
D607681,P31749
D607681,Q9Y484
D607681,Q06413
D607681,P45880
D607681,Q9BY44
D607681,P18507
D607681,Q14515
D607681,Q6ZNB7
D607681,Q9UBL9
D607681,P09471
D607681,Q05086
D607681,P63302
D607681,P00367
D607681,P43003
D607681,Q9Y397
D607681,Q5JPH6
D607681,O00305
D607681,P01303
D607681,P63261
D607681,P60880
D607681,Q14442
D607681,P61764
D607681,P01137
D607681,P43005
D607681,Q99571
D607681,P14136
D607681,P30531
D607681,P28472
D607681,Q13627
D607681,P55316
D607681,P07203
D607681,P43004
D607681,P78381
D607681,Q8NCM2
D607681,P41091
D607681,P02768
D607682,Q9H0V9
D607682,O00571
D607682,Q05193
D607682,P08172
D607682,P51608
D607682,P22607
D607682,Q13418
D607682,O43526
D607682,P41143
D607682,O95259
D607682,Q96DA2
D607682,Q9Y289
D607682,Q05639
D607682,P47870
D607682,O75460
D607682,Q9H9P8
D607682,P11229
D607682,P35372
D607682,Q9Y5P4
D607682,O60741
D607682,Q00839
D607682,Q7Z6L0
D607682,P01100
D607682,P61266
D607682,P15328
D607682,Q00577
D607682,P49146
D607682,P08913
D607682,Q16881
D607682,P53539
D607682,Q9NZV8
D607682,O76039
D607682,P01189
D607682,P21796
D607682,Q13303
D607682,O95630
D607682,Q5T160
D607682,Q9BRB3
D607682,P23560
D607682,P31749
D607682,Q9Y484
D607682,Q06413
D607682,P45880
D607682,Q9BY44
D607682,P18507
D607682,Q14515
D607682,Q6ZNB7
D607682,Q9UBL9
D607682,P09471
D607682,Q05086
D607682,P63302
D607682,P00367
D607682,P43003
D607682,Q9Y397
D607682,Q5JPH6
D607682,O00305
D607682,P01303
D607682,P63261
D607682,P60880
D607682,Q14442
D607682,P61764
D607682,P01137
D607682,P43005
D607682,Q99571
D607682,P14136
D607682,P30531
D607682,P28472
D607682,Q13627
D607682,P55316
D607682,P07203
D607682,P43004
D607682,P78381
D607682,Q8NCM2
D607682,P41091
D607682,P02768
D607685,Q6UN15
D607822,P49768
D607850,O00571
D607850,Q12765
D607850,P12110
D607850,O60313
D607850,P80162
D607850,Q16891
D607850,P19875
D607850,P48735
D607850,P36222
D607850,P42765
D607850,P04179
D607850,Q8IZP9
D607850,P10768
D607850,P50213
D607850,P84022
D607850,Q13950
D607850,P06733
D607850,P02792
D607850,P30153
D607850,Q92765
D607850,O00299
D607850,O94788
D607850,Q9HBA0
D607850,Q96AB3
D607850,Q8IVL6
D607850,P22004
D607850,P21980
D607850,P49821
D607850,Q15436
D607850,P20618
D607850,O94925
D607850,P43235
D607850,P43026
D607850,P13797
D607850,P52895
D607850,P10909
D607850,P22392
D607850,Q9Y696
D607850,P20264
D607850,O00469
D607850,P01137
D607850,Q96D15
D607850,Q6NVY1
D607850,P37231
D607850,Q9Y2Q3
D607850,P62826
D607850,P15311
D607850,Q14764
D607850,P12644
D607850,P21281
D607850,P51178
D607850,P26038
D607850,O00560
D607850,Q16881
D607850,P16444
D607850,P48307
D607850,P45880
D607850,O43854
D607850,P07339
D607850,P04406
D607850,P11166
D607850,Q9UN19
D607850,O76093
D607850,P06881
D607850,Q12931
D607850,O00217
D607850,Q13326
D607850,P27144
D607850,P13639
D607850,P08559
D607850,P21399
D607850,Q8WUM4
D607850,O95150
D607850,P26447
D607850,Q9C040
D607850,P40939
D607850,P60709
D607850,Q15109
D607850,P08670
D607850,P13804
D607850,Q16555
D607850,Q04828
D607850,P49747
D607850,O15232
D607850,Q9BXN1
D607850,P13637
D607850,P01584
D607850,P27348
D607850,P31040
D608013,P04062
D608033,O43526
D608033,P01574
D608033,P00480
D608033,P04818
D608033,Q9NSU2
D608033,O00584
D608033,Q00266
D608033,O95630
D608033,P01579
D608033,Q9Y345
D608033,O75880
D608033,P05164
D608033,Q15078
D608033,P01137
D608033,P50993
D608033,P05067
D608033,P43005
D608033,P11509
D608033,O15527
D608033,P07101
D608033,P02768
D608088,Q92734
D608088,Q8NER1
D608088,P01042
D608105,Q9H0V9
D608105,O00571
D608105,Q13418
D608105,Q9H9P8
D608105,O60741
D608105,P08913
D608105,P31749
D608105,Q9BY44
D608105,O00305
D608105,Q14442
D608105,Q9BYT9
D608105,P61764
D608105,P43005
D608105,P14136
D608105,P07203
D608105,P07101
D608105,P08172
D608105,P41143
D608105,O95259
